,2017,2030,2017 (MO),2030 (MO),,,,,,,,,
3686,26.71,1.17E-06,31.83,59.269,,,,,,,,,
3687,26.97,28.799,31.83,59.269,,,,,,,,,
3688,28.29,31.138,31.84,59.269,,,,,,,,,
3689,33.94,35.18,31.84,59.269,,,,,,,,,
3690,37.3,43.977,31.84,59.269,,,,,,,,,
3691,38.16,43.977,31.84,59.269,,,,,,,,,
3692,36.96,57.247,31.85,59.269,,,,,,,,,
3693,36.97,62.568,31.85,59.269,,,,,,,,,
3694,38.57,70.33,31.86,59.269,,,,,,,,,
3695,35.91,45.911,31.86,59.269,,,,,,,,,
3696,29.93,0,31.86,59.269,,,,,,,,,
3697,26.93,48.777,31.86,59.269,,,,,,,,,
3698,23.24,46.339,31.86,59.27,,,,,,,,,
3699,22.54,46.339,31.87,59.277,,,,,,,,,
3700,21.58,46.339,31.87,59.277,,,,,,,,,
3701,19.5,39.486,31.87,59.278,,,,,,,,,
3702,19.85,39.486,31.87,59.288,,,,,,,,,
3703,20.33,41.653,31.88,59.288,,,,,,,,,
3704,22.55,46.339,31.88,59.288,,,,,,,,,
3705,23.79,48.406,31.88,59.288,,,,,,,,,
3706,22.99,48.406,31.88,59.288,,,,,,,,,
3707,23.06,48.406,31.88,59.288,,,,,,,,,
3708,19.34,48.406,31.89,59.288,,,,,,,,,
3709,15.08,48.406,31.89,59.288,,,,,,,,,
3710,9.98,48.406,31.89,59.288,,,,,,,,,
3711,10.41,48.406,31.89,59.288,,,,,,,,,
3712,3.43,48.406,31.9,59.288,,,,,,,,,
3713,10.23,48.406,31.9,59.288,,,,,,,,,
3714,25.76,59.71,31.9,59.288,,,,,,,,,
3715,31.06,63.477,31.91,59.288,,,,,,,,,
3716,34.91,63.477,31.91,59.288,,,,,,,,,
3717,34.99,63.478,31.91,59.288,,,,,,,,,
3718,39.91,63.478,31.91,59.288,,,,,,,,,
3719,34.9,61.387,31.91,59.288,,,,,,,,,
3720,28.92,59.268,31.92,59.288,,,,,,,,,
3721,24.72,50.779,31.92,59.288,,,,,,,,,
3722,23.09,46.339,31.92,59.288,,,,,,,,,
3723,22.22,46.339,31.92,59.288,,,,,,,,,
3724,22.19,46.339,31.93,59.288,,,,,,,,,
3725,23.09,50.779,31.93,59.288,,,,,,,,,
3726,24.1,60.936,31.93,59.288,,,,,,,,,
3727,24.62,63.477,31.93,59.288,,,,,,,,,
3728,27.02,63.478,31.93,59.288,,,,,,,,,
3729,27.12,63.478,31.93,59.288,,,,,,,,,
3730,24.35,63.477,31.93,59.288,,,,,,,,,
3731,25.31,63.477,31.93,59.289,,,,,,,,,
3732,24.52,61.334,31.93,59.289,,,,,,,,,
3733,24.11,61.334,31.94,59.289,,,,,,,,,
3734,23.08,57.548,31.94,59.289,,,,,,,,,
3735,23.84,57.548,31.94,59.289,,,,,,,,,
3736,26.86,57.547,31.94,59.289,,,,,,,,,
3737,30.02,63.477,31.94,59.289,,,,,,,,,
3738,35.94,63.478,31.94,59.29,,,,,,,,,
3739,39.01,63.478,31.94,59.291,,,,,,,,,
3740,39.65,63.478,31.95,59.296,,,,,,,,,
3741,38.61,63.477,31.95,59.296,,,,,,,,,
3742,38.42,63.477,31.95,59.313,,,,,,,,,
3743,30.14,60.55,31.95,59.316,,,,,,,,,
3744,24.22,50.779,31.95,59.323,,,,,,,,,
3745,19.3,46.339,31.95,59.326,,,,,,,,,
3746,14.49,43.996,31.95,59.346,,,,,,,,,
3747,10.54,41.828,31.95,59.346,,,,,,,,,
3748,10.22,46.263,31.96,59.361,,,,,,,,,
3749,13.38,50.779,31.96,59.366,,,,,,,,,
3750,29.22,58.508,31.96,59.371,,,,,,,,,
3751,30.36,63.478,31.97,59.374,,,,,,,,,
3752,36.08,63.478,31.97,59.382,,,,,,,,,
3753,30.11,63.477,31.97,59.383,,,,,,,,,
3754,28.09,61.867,31.97,59.384,,,,,,,,,
3755,27.27,50.779,31.98,59.384,,,,,,,,,
3756,25.95,46.339,31.98,59.384,,,,,,,,,
3757,23.45,46.339,31.98,59.385,,,,,,,,,
3758,22.67,46.339,31.99,59.385,,,,,,,,,
3759,19.94,46.339,31.99,59.393,,,,,,,,,
3760,18.62,50.779,31.99,59.393,,,,,,,,,
3761,20.04,60.778,31.99,59.399,,,,,,,,,
3762,22.72,61.156,32,59.4,,,,,,,,,
3763,23.08,63.478,32,59.421,,,,,,,,,
3764,21.92,63.478,32,59.442,,,,,,,,,
3765,20.44,63.478,32,59.442,,,,,,,,,
3766,20.23,63.478,32,59.446,,,,,,,,,
3767,4.39,63.478,32,59.448,,,,,,,,,
3768,10.67,61.156,32,59.449,,,,,,,,,
3769,8.8,60.936,32,59.45,,,,,,,,,
3770,6.82,60.376,32,59.454,,,,,,,,,
3771,2.1,57.012,32,59.455,,,,,,,,,
3772,1.74,52.316,32,59.455,,,,,,,,,
3773,5.26,59.068,32,59.455,,,,,,,,,
3774,12.33,61.156,32,59.455,,,,,,,,,
3775,23.07,63.478,32,59.456,,,,,,,,,
3776,18.06,63.478,32,59.456,,,,,,,,,
3777,10.05,63.478,32,59.456,,,,,,,,,
3778,9.66,63.478,32,59.456,,,,,,,,,
3779,10.3,63.478,32,59.456,,,,,,,,,
3780,9.65,63.477,32,59.456,,,,,,,,,
3781,10.19,61.175,32,59.456,,,,,,,,,
3782,8.97,57.755,32,59.456,,,,,,,,,
3783,9.71,57.756,32.01,59.456,,,,,,,,,
3784,10.17,57.757,32.01,59.456,,,,,,,,,
3785,11.79,63.477,32.01,59.456,,,,,,,,,
3786,20.37,63.478,32.01,59.456,,,,,,,,,
3787,25.78,63.478,32.01,59.456,,,,,,,,,
3788,24.08,63.48,32.02,59.456,,,,,,,,,
3789,25.56,64.646,32.02,59.456,,,,,,,,,
3790,25.45,63.478,32.02,59.456,,,,,,,,,
3791,18.93,63.478,32.03,59.456,,,,,,,,,
3792,14.09,61.334,32.03,59.456,,,,,,,,,
3793,10.2,61.149,32.03,59.456,,,,,,,,,
3794,9.91,61.002,32.03,59.46,,,,,,,,,
3795,9.86,57.839,32.03,59.488,,,,,,,,,
3796,9.92,57.185,32.04,59.493,,,,,,,,,
3797,19.06,57.185,32.04,59.511,,,,,,,,,
3798,32.77,61.097,32.04,59.524,,,,,,,,,
3799,35.51,63.478,32.04,59.526,,,,,,,,,
3800,35.51,63.478,32.04,59.528,,,,,,,,,
3801,33.65,63.478,32.05,59.531,,,,,,,,,
3802,32.25,63.478,32.05,59.535,,,,,,,,,
3803,32.45,63.477,32.05,59.541,,,,,,,,,
3804,31.13,61.156,32.05,59.541,,,,,,,,,
3805,30,60.936,32.05,59.548,,,,,,,,,
3806,29.88,58.356,32.05,59.553,,,,,,,,,
3807,30.02,52.663,32.05,59.558,,,,,,,,,
3808,31.65,57.818,32.05,59.559,,,,,,,,,
3809,34.79,63.477,32.06,59.562,,,,,,,,,
3810,38.01,63.478,32.06,59.562,,,,,,,,,
3811,43.91,63.478,32.06,59.562,,,,,,,,,
3812,41.87,63.477,32.06,59.562,,,,,,,,,
3813,37.6,63.477,32.06,59.563,,,,,,,,,
3814,36.13,60.55,32.06,59.563,,,,,,,,,
3815,30.75,50.779,32.06,59.564,,,,,,,,,
3816,28.18,44.595,32.06,59.565,,,,,,,,,
3817,27.92,42.783,32.06,59.566,,,,,,,,,
3818,25.88,41.688,32.07,59.572,,,,,,,,,
3819,24.63,40.892,32.07,59.584,,,,,,,,,
3820,24.9,41.654,32.07,59.584,,,,,,,,,
3821,28.21,44.595,32.07,59.588,,,,,,,,,
3822,33.29,55.756,32.07,59.597,,,,,,,,,
3823,39.38,63.478,32.07,59.602,,,,,,,,,
3824,42.59,63.477,32.07,59.606,,,,,,,,,
3825,40.59,55.756,32.07,59.606,,,,,,,,,
3826,40.22,46.27,32.08,59.606,,,,,,,,,
3827,40.81,44.602,32.08,59.606,,,,,,,,,
3828,36.38,44.595,32.09,59.607,,,,,,,,,
3829,33.83,44.595,32.09,59.607,,,,,,,,,
3830,31.05,41.655,32.09,59.61,,,,,,,,,
3831,29.09,41.653,32.09,59.616,,,,,,,,,
3832,29.69,42.357,32.09,59.619,,,,,,,,,
3833,31.44,46.271,32.09,59.627,,,,,,,,,
3834,33.2,55.757,32.09,59.631,,,,,,,,,
3835,35.07,63.477,32.09,59.638,,,,,,,,,
3836,34.97,63.478,32.09,59.64,,,,,,,,,
3837,35.9,63.478,32.09,59.65,,,,,,,,,
3838,37.86,63.477,32.09,59.661,,,,,,,,,
3839,36.01,55.756,32.09,59.668,,,,,,,,,
3840,34.65,46.264,32.09,59.677,,,,,,,,,
3841,31.92,46.267,32.1,59.692,,,,,,,,,
3842,28.9,44.342,32.1,59.693,,,,,,,,,
3843,27.68,42.35,32.1,59.693,,,,,,,,,
3844,27.06,38.82,32.1,59.693,,,,,,,,,
3845,27.05,38.366,32.11,59.693,,,,,,,,,
3846,27.79,36.054,32.11,59.693,,,,,,,,,
3847,29.71,36.054,32.11,59.693,,,,,,,,,
3848,30.9,11.945,32.11,59.693,,,,,,,,,
3849,31.94,11.945,32.12,59.693,,,,,,,,,
3850,29.9,0.00014015,32.12,59.693,,,,,,,,,
3851,29.94,9.02E-07,32.12,59.693,,,,,,,,,
3852,28.35,4.59E-07,32.12,59.695,,,,,,,,,
3853,25.86,3.63E-07,32.12,59.699,,,,,,,,,
3854,25.01,4.42E-07,32.13,59.699,,,,,,,,,
3855,25.03,4.59E-06,32.13,59.703,,,,,,,,,
3856,26.6,11.945,32.13,59.708,,,,,,,,,
3857,29.1,38.366,32.13,59.708,,,,,,,,,
3858,35.41,48.527,32.13,59.709,,,,,,,,,
3859,38.24,39.804,32.14,59.709,,,,,,,,,
3860,38.78,53.177,32.14,59.709,,,,,,,,,
3861,38.28,63.477,32.14,59.709,,,,,,,,,
3862,39.68,63.478,32.14,59.709,,,,,,,,,
3863,36.94,53.177,32.14,59.709,,,,,,,,,
3864,29.1,48.527,32.15,59.709,,,,,,,,,
3865,25.12,41.653,32.15,59.71,,,,,,,,,
3866,21.78,39.74,32.15,59.71,,,,,,,,,
3867,18,38.82,32.15,59.71,,,,,,,,,
3868,15.39,38.82,32.16,59.71,,,,,,,,,
3869,12.6,38.819,32.16,59.71,,,,,,,,,
3870,12.84,38.819,32.16,59.71,,,,,,,,,
3871,16.49,38.819,32.17,59.711,,,,,,,,,
3872,18,38.819,32.17,59.711,,,,,,,,,
3873,18.75,38.819,32.17,59.711,,,,,,,,,
3874,18.95,38.82,32.17,59.711,,,,,,,,,
3875,20.58,38.82,32.17,59.712,,,,,,,,,
3876,10.19,40.561,32.17,59.712,,,,,,,,,
3877,8.35,38.82,32.17,59.712,,,,,,,,,
3878,10.34,38.82,32.18,59.712,,,,,,,,,
3879,10.18,38.82,32.18,59.712,,,,,,,,,
3880,18.87,44.339,32.18,59.712,,,,,,,,,
3881,23.58,58.914,32.18,59.712,,,,,,,,,
3882,30.36,61.24,32.19,59.712,,,,,,,,,
3883,33.13,63.477,32.19,59.712,,,,,,,,,
3884,33.62,63.478,32.19,59.712,,,,,,,,,
3885,33.4,65.653,32.19,59.712,,,,,,,,,
3886,33.7,63.478,32.19,59.712,,,,,,,,,
3887,28.61,63.478,32.2,59.712,,,,,,,,,
3888,25.02,61.156,32.2,59.712,,,,,,,,,
3889,20.66,60.815,32.21,59.712,,,,,,,,,
3890,18.15,57.669,32.21,59.712,,,,,,,,,
3891,14.6,57.549,32.21,59.712,,,,,,,,,
3892,15.66,57.549,32.21,59.712,,,,,,,,,
3893,20.37,61.156,32.21,59.712,,,,,,,,,
3894,30.08,62.552,32.21,59.712,,,,,,,,,
3895,36.04,63.478,32.21,59.712,,,,,,,,,
3896,36.45,63.501,32.22,59.712,,,,,,,,,
3897,34.49,66.033,32.22,59.712,,,,,,,,,
3898,28.81,63.501,32.23,59.712,,,,,,,,,
3899,26.83,63.478,32.24,59.712,,,,,,,,,
3900,18.51,63.478,32.24,59.712,,,,,,,,,
3901,11.31,63.478,32.24,59.712,,,,,,,,,
3902,10.92,63.358,32.24,59.712,,,,,,,,,
3903,11.72,59.393,32.24,59.712,,,,,,,,,
3904,10.01,59.079,32.24,59.712,,,,,,,,,
3905,19.77,63.478,32.24,59.712,,,,,,,,,
3906,28.98,63.5,32.25,59.712,,,,,,,,,
3907,35.91,66.034,32.25,59.713,,,,,,,,,
3908,35.91,66.034,32.25,59.713,,,,,,,,,
3909,35.43,66.034,32.25,59.714,,,,,,,,,
3910,36.99,63.478,32.25,59.714,,,,,,,,,
3911,29.97,63.478,32.26,59.714,,,,,,,,,
3912,28.06,62.41,32.26,59.714,,,,,,,,,
3913,27,61.334,32.26,59.716,,,,,,,,,
3914,24.63,57.756,32.26,59.717,,,,,,,,,
3915,23.47,57.755,32.27,59.725,,,,,,,,,
3916,23.95,57.757,32.28,59.725,,,,,,,,,
3917,25.5,61.334,32.28,59.752,,,,,,,,,
3918,33.12,63.477,32.29,59.757,,,,,,,,,
3919,39.47,63.478,32.29,59.76,,,,,,,,,
3920,40,63.501,32.29,59.767,,,,,,,,,
3921,33.9,66.034,32.3,59.772,,,,,,,,,
3922,29.92,63.501,32.31,59.776,,,,,,,,,
3923,29.65,63.478,32.32,59.781,,,,,,,,,
3924,28.07,63.478,32.32,59.781,,,,,,,,,
3925,28.43,63.442,32.33,59.796,,,,,,,,,
3926,28.46,58.8,32.33,59.798,,,,,,,,,
3927,29.17,58.937,32.33,59.802,,,,,,,,,
3928,33.98,58.957,32.34,59.802,,,,,,,,,
3929,36.9,63.478,32.34,59.802,,,,,,,,,
3930,38.52,63.478,32.35,59.802,,,,,,,,,
3931,42.92,63.478,32.35,59.803,,,,,,,,,
3932,41.95,66.034,32.35,59.803,,,,,,,,,
3933,40.96,66.034,32.36,59.803,,,,,,,,,
3934,41.12,63.478,32.36,59.803,,,,,,,,,
3935,36.9,63.478,32.36,59.804,,,,,,,,,
3936,32.21,61.24,32.36,59.804,,,,,,,,,
3937,29.18,57.185,32.37,59.805,,,,,,,,,
3938,28.95,61.325,32.38,59.805,,,,,,,,,
3939,27.86,57.548,32.38,59.805,,,,,,,,,
3940,27.5,57.549,32.38,59.805,,,,,,,,,
3941,28.98,61.156,32.38,59.805,,,,,,,,,
3942,34.4,61.869,32.39,59.805,,,,,,,,,
3943,41.26,63.478,32.39,59.806,,,,,,,,,
3944,43.76,63.502,32.4,59.806,,,,,,,,,
3945,41.63,66.034,32.4,59.806,,,,,,,,,
3946,41.12,63.5,32.4,59.806,,,,,,,,,
3947,39.93,63.478,32.4,59.806,,,,,,,,,
3948,36.94,63.478,32.4,59.806,,,,,,,,,
3949,35.99,63.477,32.4,59.806,,,,,,,,,
3950,35.92,58.67,32.4,59.806,,,,,,,,,
3951,35.02,58.547,32.4,59.806,,,,,,,,,
3952,35.85,59.278,32.4,59.806,,,,,,,,,
3953,40.53,63.478,32.4,59.806,,,,,,,,,
3954,45.26,63.478,32.4,59.806,,,,,,,,,
3955,49.95,63.478,32.4,59.806,,,,,,,,,
3956,44.64,66.034,32.41,59.806,,,,,,,,,
3957,42.91,66.034,32.41,59.806,,,,,,,,,
3958,42.8,63.478,32.41,59.806,,,,,,,,,
3959,35.44,63.478,32.41,59.806,,,,,,,,,
3960,33,61.6,32.41,59.806,,,,,,,,,
3961,31.04,61.156,32.42,59.806,,,,,,,,,
3962,30.97,57.755,32.42,59.806,,,,,,,,,
3963,29.39,57.757,32.42,59.806,,,,,,,,,
3964,28.8,57.754,32.42,59.806,,,,,,,,,
3965,28.88,61.154,32.43,59.806,,,,,,,,,
3966,32.02,63.227,32.44,59.806,,,,,,,,,
3967,37.81,66.034,32.44,59.806,,,,,,,,,
3968,38,66.034,32.44,59.806,,,,,,,,,
3969,35.49,63.478,32.45,59.806,,,,,,,,,
3970,29.95,63.478,32.45,59.806,,,,,,,,,
3971,31.97,62.547,32.45,59.806,,,,,,,,,
3972,28.44,61.523,32.46,59.806,,,,,,,,,
3973,27.73,61.085,32.46,59.806,,,,,,,,,
3974,28.55,57.835,32.46,59.806,,,,,,,,,
3975,27.16,57.756,32.46,59.806,,,,,,,,,
3976,29.51,58.526,32.47,59.806,,,,,,,,,
3977,33.81,63.477,32.47,59.806,,,,,,,,,
3978,36.9,63.478,32.48,59.806,,,,,,,,,
3979,37.01,63.478,32.48,59.806,,,,,,,,,
3980,36.62,66.034,32.48,59.806,,,,,,,,,
3981,35.02,66.034,32.48,59.806,,,,,,,,,
3982,34.58,63.478,32.48,59.806,,,,,,,,,
3983,30,63.478,32.49,59.806,,,,,,,,,
3984,28.5,62.265,32.49,59.806,,,,,,,,,
3985,23.93,61.334,32.49,59.806,,,,,,,,,
3986,22,58.198,32.49,59.806,,,,,,,,,
3987,21.07,57.549,32.49,59.806,,,,,,,,,
3988,21.05,57.186,32.49,59.807,,,,,,,,,
3989,22.41,61.025,32.5,59.811,,,,,,,,,
3990,28.69,63.477,32.5,59.857,,,,,,,,,
3991,33.53,63.478,32.51,59.86,,,,,,,,,
3992,28.66,63.501,32.51,59.862,,,,,,,,,
3993,27.32,63.478,32.51,59.862,,,,,,,,,
3994,21.97,63.478,32.52,59.864,,,,,,,,,
3995,18.84,61.156,32.52,59.865,,,,,,,,,
3996,9.82,61.125,32.52,59.869,,,,,,,,,
3997,7.53,59.712,32.53,59.874,,,,,,,,,
3998,0.88,50.779,32.54,59.876,,,,,,,,,
3999,1.52,50.779,32.55,59.877,,,,,,,,,
4000,7.51,50.779,32.55,59.878,,,,,,,,,
4001,10.1,60.936,32.55,59.879,,,,,,,,,
4002,20.73,63.478,32.55,59.879,,,,,,,,,
4003,25.08,63.478,32.56,59.892,,,,,,,,,
4004,26.49,63.478,32.56,59.899,,,,,,,,,
4005,26.56,63.478,32.56,59.903,,,,,,,,,
4006,28.67,63.478,32.58,59.904,,,,,,,,,
4007,21.83,61.427,32.59,59.913,,,,,,,,,
4008,19.81,60.71,32.6,59.918,,,,,,,,,
4009,14.97,59.903,32.6,59.919,,,,,,,,,
4010,17.08,56.263,32.6,59.931,,,,,,,,,
4011,19.49,50.92,32.6,59.935,,,,,,,,,
4012,18.46,48.406,32.61,59.954,,,,,,,,,
4013,19.77,44.338,32.61,59.956,,,,,,,,,
4014,19.14,40.34,32.62,59.964,,,,,,,,,
4015,21,40.34,32.63,59.978,,,,,,,,,
4016,23.01,50.428,32.63,59.981,,,,,,,,,
4017,23.49,40.603,32.64,59.985,,,,,,,,,
4018,22.76,34.96,32.64,59.985,,,,,,,,,
4019,22.35,34.96,32.64,59.985,,,,,,,,,
4020,21.03,34.959,32.65,59.985,,,,,,,,,
4021,21.08,34.959,32.65,59.985,,,,,,,,,
4022,20.16,34.959,32.65,59.985,,,,,,,,,
4023,20.1,34.959,32.66,59.985,,,,,,,,,
4024,22.68,34.96,32.66,59.985,,,,,,,,,
4025,27.62,34.96,32.66,59.985,,,,,,,,,
4026,31.63,43.703,32.67,59.985,,,,,,,,,
4027,35.1,47.89,32.68,59.985,,,,,,,,,
4028,35.83,47.89,32.69,59.985,,,,,,,,,
4029,36.97,47.89,32.69,59.985,,,,,,,,,
4030,38,43.703,32.69,59.985,,,,,,,,,
4031,35.85,38.366,32.69,59.985,,,,,,,,,
4032,35.99,0,32.7,59.985,,,,,,,,,
4033,30.08,36.054,32.7,59.986,,,,,,,,,
4034,28.53,34.704,32.71,59.989,,,,,,,,,
4035,26.81,29.709,32.71,59.992,,,,,,,,,
4036,25.11,24.523,32.71,59.992,,,,,,,,,
4037,24.29,0.00025507,32.72,59.992,,,,,,,,,
4038,24.33,0.00024228,32.72,59.995,,,,,,,,,
4039,25.68,0.00023866,32.74,60.016,,,,,,,,,
4040,25.54,0.00022266,32.74,60.022,,,,,,,,,
4041,24.4,0.00016428,32.74,60.052,,,,,,,,,
4042,24.34,6.11E-07,32.75,60.057,,,,,,,,,
4043,24.24,4.03E-07,32.75,60.058,,,,,,,,,
4044,24.13,5.00E-07,32.75,60.064,,,,,,,,,
4045,23.53,8.05E-07,32.76,60.064,,,,,,,,,
4046,21.98,7.91E-07,32.76,60.074,,,,,,,,,
4047,22.9,0.00014787,32.76,60.079,,,,,,,,,
4048,23.6,0.00024285,32.76,60.08,,,,,,,,,
4049,27.18,36.054,32.76,60.084,,,,,,,,,
4050,33.52,50.918,32.76,60.085,,,,,,,,,
4051,37.48,61.156,32.77,60.085,,,,,,,,,
4052,38.98,64.342,32.77,60.086,,,,,,,,,
4053,39.09,64.342,32.77,60.086,,,,,,,,,
4054,41.22,64.343,32.77,60.087,,,,,,,,,
4055,37.08,64.342,32.79,60.088,,,,,,,,,
4056,33.88,61.335,32.8,60.088,,,,,,,,,
4057,30.2,61.156,32.81,60.09,,,,,,,,,
4058,29.1,57.755,32.82,60.094,,,,,,,,,
4059,28.67,57.753,32.82,60.096,,,,,,,,,
4060,28.57,57.753,32.82,60.096,,,,,,,,,
4061,29.1,61.156,32.83,60.098,,,,,,,,,
4062,38.3,61.225,32.83,60.099,,,,,,,,,
4063,42.97,64.342,32.84,60.1,,,,,,,,,
4064,44.03,64.845,32.85,60.106,,,,,,,,,
4065,40.98,64.342,32.85,60.106,,,,,,,,,
4066,38.24,61.225,32.86,60.108,,,,,,,,,
4067,38.49,47.463,32.87,60.109,,,,,,,,,
4068,34.96,45.237,32.87,60.118,,,,,,,,,
4069,35.06,36.065,32.87,60.119,,,,,,,,,
4070,35.88,6.23E-06,32.88,60.124,,,,,,,,,
4071,38.33,4.67E-06,32.89,60.134,,,,,,,,,
4072,39.51,6.46E-07,32.89,60.149,,,,,,,,,
4073,42.1,36.065,32.89,60.152,,,,,,,,,
4074,45.6,51.47,32.89,60.152,,,,,,,,,
4075,49.99,60.55,32.89,60.152,,,,,,,,,
4076,45.4,62.57,32.89,60.152,,,,,,,,,
4077,44.13,64.342,32.89,60.152,,,,,,,,,
4078,43.68,64.342,32.9,60.152,,,,,,,,,
4079,36.66,64.342,32.9,60.152,,,,,,,,,
4080,32.39,61.225,32.9,60.152,,,,,,,,,
4081,32.1,60.895,32.9,60.152,,,,,,,,,
4082,30.15,57.558,32.9,60.152,,,,,,,,,
4083,28.74,57.567,32.9,60.152,,,,,,,,,
4084,28.47,57.563,32.9,60.152,,,,,,,,,
4085,30.47,61.193,32.91,60.152,,,,,,,,,
4086,36.81,64.342,32.91,60.152,,,,,,,,,
4087,43.36,64.342,32.91,60.152,,,,,,,,,
4088,44.02,64.342,32.91,60.152,,,,,,,,,
4089,42.3,64.342,32.91,60.152,,,,,,,,,
4090,39.66,64.342,32.91,60.152,,,,,,,,,
4091,36.99,64.342,32.92,60.152,,,,,,,,,
4092,32.75,64.342,32.92,60.152,,,,,,,,,
4093,32,61.225,32.92,60.152,,,,,,,,,
4094,31.84,61.22,32.92,60.152,,,,,,,,,
4095,31.86,59.709,32.92,60.153,,,,,,,,,
4096,31.99,61.227,32.93,60.153,,,,,,,,,
4097,37.34,64.342,32.93,60.153,,,,,,,,,
4098,38.08,64.342,32.93,60.153,,,,,,,,,
4099,39.71,64.342,32.93,60.153,,,,,,,,,
4100,39.95,72.933,32.93,60.153,,,,,,,,,
4101,38.9,64.343,32.93,60.153,,,,,,,,,
4102,38.57,64.342,32.94,60.153,,,,,,,,,
4103,34.91,64.342,32.94,60.153,,,,,,,,,
4104,32.05,63.23,32.94,60.154,,,,,,,,,
4105,31.94,62.254,32.94,60.154,,,,,,,,,
4106,31.34,58.975,32.94,60.154,,,,,,,,,
4107,30.87,57.756,32.94,60.154,,,,,,,,,
4108,30.68,57.835,32.94,60.154,,,,,,,,,
4109,30.92,61.225,32.94,60.154,,,,,,,,,
4110,38.41,64.342,32.95,60.154,,,,,,,,,
4111,44.02,64.342,32.95,60.156,,,,,,,,,
4112,44.65,64.342,32.95,60.157,,,,,,,,,
4113,43.24,64.926,32.95,60.157,,,,,,,,,
4114,40.06,64.342,32.95,60.164,,,,,,,,,
4115,39.54,64.342,32.95,60.166,,,,,,,,,
4116,37.64,64.342,32.96,60.172,,,,,,,,,
4117,36.09,64.342,32.96,60.174,,,,,,,,,
4118,33.65,64.342,32.96,60.191,,,,,,,,,
4119,34.69,64.342,32.96,60.192,,,,,,,,,
4120,38.2,64.342,32.96,60.193,,,,,,,,,
4121,45.64,64.342,32.96,60.196,,,,,,,,,
4122,50.94,64.342,32.96,60.196,,,,,,,,,
4123,56.95,64.342,32.96,60.196,,,,,,,,,
4124,51.03,64.342,32.96,60.199,,,,,,,,,
4125,45.44,64.342,32.97,60.2,,,,,,,,,
4126,44.05,64.342,32.97,60.218,,,,,,,,,
4127,36.68,62.552,32.97,60.218,,,,,,,,,
4128,35.94,61.334,32.97,60.218,,,,,,,,,
4129,34.45,60.703,32.97,60.218,,,,,,,,,
4130,32.04,59.918,32.97,60.218,,,,,,,,,
4131,30.96,57.756,32.98,60.218,,,,,,,,,
4132,29.2,57.755,32.98,60.218,,,,,,,,,
4133,30.2,59.76,32.98,60.218,,,,,,,,,
4134,36.46,64.342,32.98,60.218,,,,,,,,,
4135,42.39,64.342,32.98,60.218,,,,,,,,,
4136,44.8,64.342,32.99,60.218,,,,,,,,,
4137,40.88,64.342,32.99,60.218,,,,,,,,,
4138,38.91,64.342,32.99,60.218,,,,,,,,,
4139,37.15,64.342,32.99,60.218,,,,,,,,,
4140,34.96,61.995,32.99,60.218,,,,,,,,,
4141,31.71,59.668,33,60.218,,,,,,,,,
4142,30.29,58.086,33,60.218,,,,,,,,,
4143,30.37,59.708,33,60.218,,,,,,,,,
4144,30.17,59.09,33,60.218,,,,,,,,,
4145,37.43,61.995,33,60.218,,,,,,,,,
4146,39.9,64.342,33,60.218,,,,,,,,,
4147,41.91,64.342,33,60.218,,,,,,,,,
4148,38.99,64.342,33,60.218,,,,,,,,,
4149,37.56,64.342,33,60.218,,,,,,,,,
4150,36.07,64.342,33,60.218,,,,,,,,,
4151,30.95,61.156,33,60.218,,,,,,,,,
4152,25.33,59.985,33,60.218,,,,,,,,,
4153,23.55,51.467,33,60.218,,,,,,,,,
4154,22.43,44.277,33.01,60.218,,,,,,,,,
4155,21.41,43.122,33.01,60.218,,,,,,,,,
4156,21.59,43.122,33.01,60.22,,,,,,,,,
4157,23.34,44.277,33.01,60.22,,,,,,,,,
4158,28.09,58.262,33.02,60.22,,,,,,,,,
4159,36.26,59.072,33.02,60.22,,,,,,,,,
4160,38.28,47.881,33.02,60.221,,,,,,,,,
4161,34.09,42.531,33.02,60.221,,,,,,,,,
4162,30.45,42.531,33.03,60.221,,,,,,,,,
4163,29.05,33.097,33.03,60.221,,,,,,,,,
4164,27.77,5.90E-05,33.03,60.221,,,,,,,,,
4165,26.1,8.638,33.03,60.221,,,,,,,,,
4166,25.07,27.475,33.03,60.221,,,,,,,,,
4167,24.98,31.138,33.03,60.221,,,,,,,,,
4168,25.01,33.348,33.04,60.221,,,,,,,,,
4169,29.06,43.562,33.04,60.221,,,,,,,,,
4170,36.46,58.262,33.04,60.221,,,,,,,,,
4171,38.42,61.225,33.04,60.221,,,,,,,,,
4172,38.44,64.923,33.05,60.221,,,,,,,,,
4173,37.98,64.926,33.05,60.222,,,,,,,,,
4174,39.23,61.225,33.05,60.229,,,,,,,,,
4175,36.43,59.153,33.06,60.229,,,,,,,,,
4176,29.33,58.262,33.06,60.235,,,,,,,,,
4177,28.01,47.32,33.06,60.235,,,,,,,,,
4178,24.01,44.338,33.06,60.246,,,,,,,,,
4179,23.02,43.422,33.06,60.246,,,,,,,,,
4180,20.6,40.605,33.06,60.246,,,,,,,,,
4181,19.99,40.604,33.06,60.246,,,,,,,,,
4182,22.09,38.11,33.06,60.27,,,,,,,,,
4183,24.53,33.617,33.06,60.27,,,,,,,,,
4184,25.66,31.138,33.07,60.27,,,,,,,,,
4185,24.8,6.865,33.07,60.27,,,,,,,,,
